id_prod count pourcentage
1578 23 0.106
1055 23 0.106
4169 23 0.106
1944 23 0.106
5291 23 0.106
5796 23 0.106
7157 23 0.106
814 23 0.106
6602 23 0.106
6066 23 0.106
5797 23 0.106
432 23 0.106
3463 23 0.106
4883 23 0.106
7366 23 0.106
1302 23 0.106
1787 23 0.106
3193 23 0.106
6907 23 0.106
1828 23 0.106
4149 23 0.106
926 23 0.106
4861 23 0.106
822 23 0.106
4184 23 0.106
1845 23 0.106
1558 23 0.106
5800 23 0.106
4602 23 0.106
266 23 0.106
6326 23 0.106
2313 23 0.106
2243 23 0.106
1023 23 0.106
4582 23 0.106
2347 23 0.106
354 23 0.106
4208 22 0.101
2755 22 0.101
4852 22 0.101
328 22 0.101
993 22 0.101
894 22 0.101
3534 22 0.101
5534 22 0.101
3656 22 0.101
5906 22 0.101
4386 22 0.101
6746 22 0.101
1030 22 0.101
2984 22 0.101
977 22 0.101
2498 22 0.101
3822 22 0.101
5938 22 0.101
3688 22 0.101
1283 22 0.101
5145 22 0.101
5611 22 0.101
6947 22 0.101
2276 22 0.101
2718 22 0.101
968 22 0.101
778 22 0.101
4508 22 0.101
4978 22 0.101
6041 22 0.101
1352 22 0.101
4603 22 0.101
297 22 0.101
7202 22 0.101
300 22 0.101
1118 22 0.101
2252 22 0.101
771 22 0.101
3165 22 0.101
468 22 0.101
4166 22 0.101
4167 22 0.101
5598 22 0.101
3449 22 0.101
882 22 0.101
3503 22 0.101
5554 22 0.101
2504 22 0.101
3352 22 0.101
5981 22 0.101
5982 22 0.101
4799 22 0.101
4711 22 0.101
6000 22 0.101
3496 22 0.101
2104 22 0.101
1829 22 0.101
3223 22 0.101
1403 22 0.101
3246 22 0.101
547 21 0.097
6676 21 0.097
1614 21 0.097
2325 21 0.097
1707 21 0.097
3179 21 0.097
6412 21 0.097
2571 21 0.097
4137 21 0.097
22 21 0.097
5939 21 0.097
5411 21 0.097
1562 21 0.097
6473 21 0.097
4760 21 0.097
4678 21 0.097
3177 21 0.097
2086 21 0.097
3351 21 0.097
2239 21 0.097
6279 21 0.097
3262 21 0.097
6515 21 0.097
7365 21 0.097
5425 21 0.097
528 21 0.097
2546 21 0.097
1073 21 0.097
2597 21 0.097
3197 21 0.097
2944 21 0.097
6037 21 0.097
2874 21 0.097
1650 21 0.097
3257 21 0.097
6667 21 0.097
12 21 0.097
1843 21 0.097
5618 21 0.097
5602 21 0.097
3455 21 0.097
4911 21 0.097
1252 21 0.097
2302 21 0.097
1836 21 0.097
4374 21 0.097
5123 21 0.097
5156 21 0.097
7308 21 0.097
6562 21 0.097
6429 21 0.097
6469 21 0.097
5562 20 0.092
2202 20 0.092
738 20 0.092
5907 20 0.092
1964 20 0.092
7150 20 0.092
6388 20 0.092
4325 20 0.092
6226 20 0.092
769 20 0.092
2949 20 0.092
6559 20 0.092
2482 20 0.092
5662 20 0.092
4556 20 0.092
3415 20 0.092
5171 20 0.092
2322 20 0.092
2628 20 0.092
4950 20 0.092
2547 20 0.092
6075 20 0.092
6775 20 0.092
4837 20 0.092
2501 20 0.092
646 20 0.092
5094 20 0.092
2724 20 0.092
1641 20 0.092
1335 20 0.092
5148 20 0.092
511 20 0.092
3424 20 0.092
472 20 0.092
1214 20 0.092
6845 20 0.092
3646 20 0.092
1835 20 0.092
4021 20 0.092
6409 20 0.092
3998 20 0.092
6430 20 0.092
2415 19 0.088
2136 19 0.088
5313 19 0.088
5908 19 0.088
1326 19 0.088
731 19 0.088
3623 19 0.088
6206 19 0.088
27 19 0.088
6211 19 0.088
5532 19 0.088
7098 19 0.088
6250 19 0.088
6982 19 0.088
5550 19 0.088
6472 19 0.088
4308 19 0.088
1777 19 0.088
1645 19 0.088
4633 19 0.088
1264 19 0.088
4419 19 0.088
7309 19 0.088
7294 19 0.088
4202 19 0.088
3559 19 0.088
2943 19 0.088
1144 19 0.088
6563 19 0.088
1444 19 0.088
1544 19 0.088
7040 19 0.088
5036 19 0.088
5322 19 0.088
1129 19 0.088
4312 19 0.088
4542 19 0.088
689 19 0.088
1083 19 0.088
1324 19 0.088
4503 19 0.088
6537 19 0.088
5812 19 0.088
4981 19 0.088
6477 19 0.088
3035 19 0.088
5539 19 0.088
159 19 0.088
5398 19 0.088
5363 19 0.088
642 19 0.088
4611 19 0.088
1248 19 0.088
1834 19 0.088
2973 19 0.088
4 19 0.088
5535 19 0.088
3538 19 0.088
7253 19 0.088
4825 19 0.088
5806 19 0.088
6046 19 0.088
2273 19 0.088
3985 19 0.088
320 19 0.088
2169 19 0.088
4803 18 0.083
2327 18 0.083
7070 18 0.083
3055 18 0.083
6658 18 0.083
2666 18 0.083
2509 18 0.083
6456 18 0.083
1348 18 0.083
6044 18 0.083
4477 18 0.083
5269 18 0.083
3647 18 0.083
676 18 0.083
4414 18 0.083
6335 18 0.083
3716 18 0.083
5199 18 0.083
4055 18 0.083
4039 18 0.083
333 18 0.083
5516 18 0.083
4689 18 0.083
6396 18 0.083
4340 18 0.083
3156 18 0.083
6045 18 0.083
2610 18 0.083
2787 18 0.083
4664 18 0.083
5111 18 0.083
5209 18 0.083
4323 18 0.083
2550 18 0.083
6307 18 0.083
4210 18 0.083
1430 18 0.083
4207 18 0.083
6614 18 0.083
1602 18 0.083
3685 18 0.083
514 18 0.083
828 18 0.083
3069 18 0.083
4499 18 0.083
2634 18 0.083
5978 18 0.083
962 18 0.083
5822 18 0.083
5940 18 0.083
274 18 0.083
5164 18 0.083
453 18 0.083
2296 18 0.083
5825 18 0.083
1687 18 0.083
6024 18 0.083
4126 18 0.083
2319 18 0.083
5958 18 0.083
5984 18 0.083
2131 18 0.083
6933 18 0.083
2168 18 0.083
2774 18 0.083
5004 17 0.078
5073 17 0.078
4196 17 0.078
1145 17 0.078
5839 17 0.078
5154 17 0.078
1812 17 0.078
1356 17 0.078
6670 17 0.078
1152 17 0.078
5006 17 0.078
671 17 0.078
1333 17 0.078
1438 17 0.078
3002 17 0.078
1833 17 0.078
7081 17 0.078
6510 17 0.078
10 17 0.078
6644 17 0.078
4551 17 0.078
5643 17 0.078
4860 17 0.078
5588 17 0.078
5793 17 0.078
435 17 0.078
7355 17 0.078
6885 17 0.078
2635 17 0.078
4131 17 0.078
5307 17 0.078
510 17 0.078
281 17 0.078
1640 17 0.078
4900 17 0.078
2881 17 0.078
5037 17 0.078
6204 17 0.078
3140 17 0.078
2388 17 0.078
6727 17 0.078
1674 17 0.078
2113 17 0.078
4510 17 0.078
6866 17 0.078
6101 17 0.078
5225 17 0.078
3437 17 0.078
7146 17 0.078
5275 17 0.078
2468 17 0.078
44 17 0.078
740 17 0.078
1902 17 0.078
5378 17 0.078
1939 17 0.078
5404 17 0.078
7289 17 0.078
6239 17 0.078
5831 17 0.078
322 17 0.078
6095 16 0.074
2711 16 0.074
2987 16 0.074
7164 16 0.074
3451 16 0.074
4620 16 0.074
5537 16 0.074
4745 16 0.074
938 16 0.074
4896 16 0.074
4629 16 0.074
2742 16 0.074
2218 16 0.074
5997 16 0.074
5949 16 0.074
6136 16 0.074
332 16 0.074
471 16 0.074
1459 16 0.074
5341 16 0.074
6321 16 0.074
390 16 0.074
4212 16 0.074
552 16 0.074
2696 16 0.074
2596 16 0.074
6499 16 0.074
2087 16 0.074
2963 16 0.074
684 16 0.074
2442 16 0.074
2274 16 0.074
5998 16 0.074
5109 16 0.074
487 16 0.074
6170 16 0.074
4016 16 0.074
6974 16 0.074
4284 16 0.074
4577 16 0.074
6951 16 0.074
4395 16 0.074
5405 16 0.074
2911 16 0.074
357 16 0.074
5650 16 0.074
1509 15 0.069
675 15 0.069
6678 15 0.069
5261 15 0.069
1573 15 0.069
4329 15 0.069
4521 15 0.069
6263 15 0.069
4474 15 0.069
4975 15 0.069
4805 15 0.069
4216 15 0.069
5716 15 0.069
2222 15 0.069
2670 15 0.069
5495 15 0.069
3318 15 0.069
4492 15 0.069
2162 15 0.069
2410 15 0.069
4619 15 0.069
4578 15 0.069
2393 15 0.069
5200 15 0.069
2374 15 0.069
6677 15 0.069
6631 15 0.069
797 15 0.069
4529 15 0.069
6629 15 0.069
951 15 0.069
1629 15 0.069
6842 15 0.069
6529 15 0.069
773 15 0.069
4966 15 0.069
4746 15 0.069
7171 15 0.069
3459 15 0.069
315 15 0.069
5492 15 0.069
5216 15 0.069
1317 15 0.069
3066 15 0.069
5584 15 0.069
3694 15 0.069
6889 15 0.069
4434 15 0.069
4429 15 0.069
774 15 0.069
4105 15 0.069
3394 15 0.069
470 15 0.069
5927 15 0.069
5963 15 0.069
4285 15 0.069
2333 15 0.069
5533 15 0.069
6628 15 0.069
4259 15 0.069
4045 15 0.069
6679 15 0.069
7128 15 0.069
319 15 0.069
1402 15 0.069
5084 15 0.069
2591 14 0.065
5319 14 0.065
6865 14 0.065
145 14 0.065
829 14 0.065
1563 14 0.065
4797 14 0.065
2912 14 0.065
4667 14 0.065
5337 14 0.065
1012 14 0.065
5841 14 0.065
2788 14 0.065
1065 14 0.065
3433 14 0.065
1868 14 0.065
469 14 0.065
4029 14 0.065
5063 14 0.065
6006 14 0.065
4385 14 0.065
4422 14 0.065
1808 14 0.065
6096 14 0.065
6717 14 0.065
393 14 0.065
2992 14 0.065
2138 14 0.065
3473 14 0.065
833 14 0.065
7025 14 0.065
5324 14 0.065
7315 14 0.065
5085 14 0.065
6664 14 0.065
5595 14 0.065
5815 14 0.065
2331 14 0.065
2473 14 0.065
3687 14 0.065
5409 14 0.065
5457 14 0.065
18 14 0.065
1739 14 0.065
6346 14 0.065
1644 14 0.065
2093 14 0.065
5923 14 0.065
3104 14 0.065
1009 14 0.065
5536 14 0.065
4073 14 0.065
6306 14 0.065
3632 14 0.065
3530 14 0.065
284 14 0.065
3968 14 0.065
4584 14 0.065
5053 14 0.065
5771 13 0.06
3154 13 0.06
7104 13 0.06
4209 13 0.06
1447 13 0.06
4766 13 0.06
4834 13 0.06
6892 13 0.06
24 13 0.06
1840 13 0.06
2872 13 0.06
7132 13 0.06
4757 13 0.06
1310 13 0.06
6555 13 0.06
6571 13 0.06
3446 13 0.06
1014 13 0.06
3132 13 0.06
2328 13 0.06
6863 13 0.06
4436 13 0.06
1167 13 0.06
6507 13 0.06
443 13 0.06
6047 13 0.06
4351 13 0.06
6098 13 0.06
5347 13 0.06
3659 13 0.06
679 13 0.06
2329 13 0.06
6197 13 0.06
4500 13 0.06
6275 13 0.06
5585 13 0.06
1179 13 0.06
3697 13 0.06
6600 13 0.06
5103 13 0.06
6630 13 0.06
4961 13 0.06
2254 13 0.06
2297 13 0.06
7331 13 0.06
6088 13 0.06
4305 13 0.06
2396 13 0.06
1665 13 0.06
7211 13 0.06
6959 13 0.06
5304 13 0.06
312 13 0.06
3202 13 0.06
3621 12 0.055
5658 12 0.055
568 12 0.055
6260 12 0.055
6890 12 0.055
1357 12 0.055
115 12 0.055
836 12 0.055
2381 12 0.055
6305 12 0.055
3357 12 0.055
3681 12 0.055
4438 12 0.055
3314 12 0.055
2543 12 0.055
7203 12 0.055
4540 12 0.055
2301 12 0.055
4348 12 0.055
3885 12 0.055
3238 12 0.055
7290 12 0.055
6043 12 0.055
718 12 0.055
1116 12 0.055
4132 12 0.055
4138 12 0.055
4108 12 0.055
3653 12 0.055
1000 12 0.055
8 12 0.055
187 12 0.055
7241 12 0.055
7368 12 0.055
7028 12 0.055
4802 12 0.055
5542 12 0.055
5201 12 0.055
4473 12 0.055
4985 12 0.055
6359 12 0.055
4140 12 0.055
4213 12 0.055
2200 12 0.055
1449 12 0.055
282 12 0.055
1060 12 0.055
4979 12 0.055
2885 12 0.055
5342 12 0.055
5930 12 0.055
1871 12 0.055
3649 12 0.055
6214 12 0.055
1639 12 0.055
6304 12 0.055
6826 12 0.055
2465 12 0.055
5577 12 0.055
3044 12 0.055
3026 12 0.055
2776 12 0.055
2479 12 0.055
2996 12 0.055
4828 12 0.055
2723 12 0.055
3736 12 0.055
2493 11 0.051
6357 11 0.051
961 11 0.051
3718 11 0.051
906 11 0.051
3102 11 0.051
138 11 0.051
5260 11 0.051
4502 11 0.051
1124 11 0.051
4838 11 0.051
3639 11 0.051
154 11 0.051
6790 11 0.051
1807 11 0.051
1353 11 0.051
3402 11 0.051
5408 11 0.051
3336 11 0.051
3155 11 0.051
3021 11 0.051
2209 11 0.051
4197 11 0.051
303 11 0.051
2592 11 0.051
3648 11 0.051
5710 11 0.051
1213 11 0.051
7174 11 0.051
4798 11 0.051
7215 11 0.051
2012 11 0.051
6222 11 0.051
5374 11 0.051
5909 11 0.051
32 11 0.051
579 11 0.051
1768 11 0.051
3543 11 0.051
5576 11 0.051
4130 11 0.051
6632 11 0.051
1007 11 0.051
3064 11 0.051
4808 11 0.051
3264 11 0.051
452 11 0.051
4925 11 0.051
1113 11 0.051
3655 11 0.051
6393 11 0.051
2300 11 0.051
4068 11 0.051
5369 11 0.051
504 11 0.051
4201 11 0.051
5213 11 0.051
6110 11 0.051
3222 11 0.051
489 11 0.051
3245 11 0.051
4572 10 0.046
3181 10 0.046
1817 10 0.046
1651 10 0.046
5346 10 0.046
4293 10 0.046
2673 10 0.046
4345 10 0.046
5592 10 0.046
2759 10 0.046
5075 10 0.046
2088 10 0.046
5657 10 0.046
900 10 0.046
4673 10 0.046
6495 10 0.046
4581 10 0.046
1334 10 0.046
1501 10 0.046
3297 10 0.046
2671 10 0.046
1883 10 0.046
2976 10 0.046
2989 10 0.046
7035 10 0.046
2368 10 0.046
67 10 0.046
9 10 0.046
3486 10 0.046
6553 10 0.046
1451 10 0.046
2517 10 0.046
2437 10 0.046
4743 10 0.046
5210 10 0.046
5514 10 0.046
690 10 0.046
2268 10 0.046
6190 10 0.046
939 10 0.046
4665 10 0.046
3916 10 0.046
6541 10 0.046
6542 10 0.046
4139 10 0.046
2112 10 0.046
1008 10 0.046
2398 10 0.046
4899 10 0.046
2845 10 0.046
61 10 0.046
3481 10 0.046
1800 10 0.046
7370 10 0.046
15 10 0.046
4306 10 0.046
7342 10 0.046
2999 10 0.046
3148 10 0.046
2128 10 0.046
2538 10 0.046
5827 10 0.046
927 10 0.046
3295 9 0.041
2513 9 0.041
649 9 0.041
2667 9 0.041
6683 9 0.041
4984 9 0.041
1649 9 0.041
1276 9 0.041
6778 9 0.041
6331 9 0.041
6662 9 0.041
832 9 0.041
5076 9 0.041
6611 9 0.041
6634 9 0.041
2258 9 0.041
6342 9 0.041
1147 9 0.041
4157 9 0.041
580 9 0.041
2749 9 0.041
1487 9 0.041
1900 9 0.041
5149 9 0.041
5297 9 0.041
7038 9 0.041
1022 9 0.041
2654 9 0.041
670 9 0.041
4290 9 0.041
474 9 0.041
2330 9 0.041
1815 9 0.041
2680 9 0.041
7145 9 0.041
1789 9 0.041
5713 9 0.041
2519 9 0.041
278 9 0.041
5993 9 0.041
5426 9 0.041
6543 9 0.041
7169 9 0.041
5350 9 0.041
2855 9 0.041
2483 9 0.041
5217 9 0.041
7191 9 0.041
5320 9 0.041
2802 9 0.041
5838 9 0.041
7240 9 0.041
4044 9 0.041
418 9 0.041
4101 9 0.041
2862 9 0.041
3560 9 0.041
2910 9 0.041
6375 9 0.041
2178 9 0.041
1437 9 0.041
3431 9 0.041
4450 9 0.041
692 8 0.037
5077 8 0.037
3410 8 0.037
1971 8 0.037
2137 8 0.037
1127 8 0.037
1579 8 0.037
5290 8 0.037
2090 8 0.037
4084 8 0.037
4053 8 0.037
4486 8 0.037
6647 8 0.037
6367 8 0.037
5503 8 0.037
4352 8 0.037
14 8 0.037
3020 8 0.037
674 8 0.037
1490 8 0.037
3436 8 0.037
1860 8 0.037
7178 8 0.037
5175 8 0.037
4716 8 0.037
6894 8 0.037
531 8 0.037
7222 8 0.037
6042 8 0.037
1249 8 0.037
268 8 0.037
3858 8 0.037
7375 8 0.037
415 8 0.037
5376 8 0.037
2663 8 0.037
6652 8 0.037
3464 8 0.037
5327 8 0.037
1848 8 0.037
2997 8 0.037
3544 8 0.037
482 8 0.037
3706 8 0.037
3147 8 0.037
3650 8 0.037
3686 8 0.037
4435 8 0.037
2878 8 0.037
1956 8 0.037
5951 8 0.037
6895 8 0.037
7208 8 0.037
397 8 0.037
6624 8 0.037
548 8 0.037
2941 8 0.037
6626 8 0.037
6617 8 0.037
3728 8 0.037
6482 8 0.037
4930 8 0.037
5836 8 0.037
3107 8 0.037
6991 8 0.037
6955 8 0.037
6779 7 0.032
4156 7 0.032
6819 7 0.032
276 7 0.032
2760 7 0.032
5173 7 0.032
6753 7 0.032
7094 7 0.032
7339 7 0.032
7162 7 0.032
3934 7 0.032
1653 7 0.032
7095 7 0.032
6489 7 0.032
3435 7 0.032
2726 7 0.032
682 7 0.032
6818 7 0.032
7183 7 0.032
1142 7 0.032
5348 7 0.032
2590 7 0.032
1216 7 0.032
7195 7 0.032
465 7 0.032
3516 7 0.032
2231 7 0.032
7182 7 0.032
4381 7 0.032
4823 7 0.032
775 7 0.032
6358 7 0.032
1657 7 0.032
6385 7 0.032
1428 7 0.032
6867 7 0.032
5794 7 0.032
51 7 0.032
2532 7 0.032
1625 7 0.032
2856 7 0.032
272 7 0.032
6308 7 0.032
777 7 0.032
3364 7 0.032
1850 7 0.032
4286 7 0.032
3062 7 0.032
3063 7 0.032
16 7 0.032
4932 7 0.032
7096 7 0.032
6149 7 0.032
1931 7 0.032
396 7 0.032
481 7 0.032
5962 7 0.032
5505 7 0.032
6992 7 0.032
5833 7 0.032
5502 7 0.032
313 7 0.032
2775 7 0.032
4181 7 0.032
5302 7 0.032
5343 6 0.028
3504 6 0.028
1035 6 0.028
4557 6 0.028
1736 6 0.028
577 6 0.028
6362 6 0.028
3367 6 0.028
1094 6 0.028
5912 6 0.028
4432 6 0.028
5377 6 0.028
831 6 0.028
2858 6 0.028
1887 6 0.028
6221 6 0.028
3444 6 0.028
1291 6 0.028
6777 6 0.028
64 6 0.028
5243 6 0.028
2588 6 0.028
1841 6 0.028
6547 6 0.028
4384 6 0.028
2271 6 0.028
463 6 0.028
6635 6 0.028
3043 6 0.028
5922 6 0.028
4031 6 0.028
6103 6 0.028
2114 6 0.028
3452 6 0.028
3708 6 0.028
3856 6 0.028
3948 6 0.028
3469 6 0.028
1634 6 0.028
6682 6 0.028
2859 6 0.028
717 6 0.028
4740 6 0.028
13 6 0.028
430 6 0.028
402 6 0.028
3658 6 0.028
734 6 0.028
854 6 0.028
6681 5 0.023
1493 5 0.023
6557 5 0.023
1243 5 0.023
7103 5 0.023
3595 5 0.023
2924 5 0.023
6605 5 0.023
269 5 0.023
3620 5 0.023
2346 5 0.023
1654 5 0.023
2345 5 0.023
3566 5 0.023
1658 5 0.023
6666 5 0.023
4489 5 0.023
3178 5 0.023
3360 5 0.023
2555 5 0.023
5954 5 0.023
4666 5 0.023
5078 5 0.023
1685 5 0.023
4313 5 0.023
2235 5 0.023
4028 5 0.023
434 5 0.023
475 5 0.023
6067 5 0.023
2397 5 0.023
461 5 0.023
4534 5 0.023
5318 5 0.023
3406 5 0.023
7141 5 0.023
6171 5 0.023
5970 5 0.023
270 5 0.023
1575 5 0.023
877 5 0.023
2507 5 0.023
3598 5 0.023
437 5 0.023
4046 5 0.023
6002 5 0.023
7152 5 0.023
3430 5 0.023
7163 5 0.023
4935 4 0.018
4198 4 0.018
2147 4 0.018
2152 4 0.018
3953 4 0.018
5845 4 0.018
2255 4 0.018
6068 4 0.018
6817 4 0.018
6896 4 0.018
3588 4 0.018
1849 4 0.018
4933 4 0.018
6057 4 0.018
533 4 0.018
2669 4 0.018
6868 4 0.018
4155 4 0.018
7255 4 0.018
3461 4 0.018
4095 4 0.018
5024 4 0.018
2344 4 0.018
2947 4 0.018
5574 4 0.018
3221 4 0.018
5992 4 0.018
2081 4 0.018
561 4 0.018
7185 4 0.018
7142 4 0.018
3472 4 0.018
4161 4 0.018
4160 4 0.018
3039 4 0.018
6850 4 0.018
2919 4 0.018
3660 4 0.018
3045 4 0.018
3760 4 0.018
4895 4 0.018
6 4 0.018
2242 4 0.018
5310 4 0.018
7213 4 0.018
4019 4 0.018
4537 4 0.018
6364 4 0.018
3320 4 0.018
329 4 0.018
4162 4 0.018
249 4 0.018
5544 4 0.018
5560 4 0.018
5561 4 0.018
4605 4 0.018
6813 4 0.018
2595 4 0.018
4773 4 0.018
4536 4 0.018
1464 4 0.018
1514 4 0.018
5293 4 0.018
2645 3 0.014
6549 3 0.014
6360 3 0.014
6780 3 0.014
2721 3 0.014
974 3 0.014
3959 3 0.014
5846 3 0.014
7168 3 0.014
5986 3 0.014
5959 3 0.014
876 3 0.014
3460 3 0.014
3458 3 0.014
5323 3 0.014
5345 3 0.014
5002 3 0.014
5976 3 0.014
6841 3 0.014
5325 3 0.014
6732 3 0.014
3669 3 0.014
4057 3 0.014
6941 3 0.014
4214 3 0.014
7194 3 0.014
4098 3 0.014
2280 3 0.014
532 3 0.014
859 3 0.014
5330 3 0.014
4539 3 0.014
6366 3 0.014
1580 3 0.014
4164 3 0.014
2490 3 0.014
2092 3 0.014
4158 3 0.014
1307 3 0.014
6099 3 0.014
6100 3 0.014
4159 3 0.014
457 3 0.014
2259 3 0.014
5926 3 0.014
7192 3 0.014
3134 3 0.014
5332 3 0.014
2600 3 0.014
4072 3 0.014
419 3 0.014
412 3 0.014
6212 3 0.014
1648 3 0.014
1062 3 0.014
2712 3 0.014
5867 3 0.014
1267 3 0.014
5497 3 0.014
7237 3 0.014
4507 2 0.009
1647 2 0.009
3142 2 0.009
6420 2 0.009
4379 2 0.009
5842 2 0.009
4934 2 0.009
7046 2 0.009
3114 2 0.009
7326 2 0.009
2512 2 0.009
242 2 0.009
5915 2 0.009
1766 2 0.009
3619 2 0.009
4253 2 0.009
2929 2 0.009
779 2 0.009
5423 2 0.009
6422 2 0.009
2234 2 0.009
5935 2 0.009
2213 2 0.009
3131 2 0.009
7184 2 0.009
4058 2 0.009
431 2 0.009
401 2 0.009
7204 2 0.009
6748 2 0.009
4257 2 0.009
1195 2 0.009
6860 2 0.009
1239 2 0.009
3915 2 0.009
1801 2 0.009
2387 2 0.009
3943 2 0.009
5541 2 0.009
3683 2 0.009
5362 2 0.009
7196 2 0.009
4591 2 0.009
4594 2 0.009
3143 2 0.009
534 2 0.009
3918 2 0.009
1779 2 0.009
1412 2 0.009
6669 2 0.009
2510 2 0.009
5317 2 0.009
1414 2 0.009
5916 2 0.009
2270 2 0.009
406 2 0.009
1443 2 0.009
3712 2 0.009
7267 2 0.009
1546 2 0.009
4344 2 0.009
2098 2 0.009
1089 2 0.009
2710 2 0.009
535 2 0.009
3059 2 0.009
1652 2 0.009
6834 2 0.009
26 2 0.009
7177 2 0.009
1737 2 0.009
1935 2 0.009
5918 2 0.009
6508 2 0.009
3438 2 0.009
1019 2 0.009
1090 2 0.009
6949 2 0.009
5309 2 0.009
1079 2 0.009
1015 2 0.009
5338 2 0.009
4541 2 0.009
3927 2 0.009
3703 2 0.009
5418 2 0.009
7279 2 0.009
1928 2 0.009
1496 2 0.009
264 2 0.009
6740 2 0.009
5306 1 0.005
625 1 0.005
2003 1 0.005
4753 1 0.005
6063 1 0.005
4061 1 0.005
438 1 0.005
459 1 0.005
3426 1 0.005
4090 1 0.005
2685 1 0.005
6733 1 0.005
4902 1 0.005
4637 1 0.005
2232 1 0.005
2813 1 0.005
4163 1 0.005
399 1 0.005
2226 1 0.005
4755 1 0.005
2091 1 0.005
2082 1 0.005
1148 1 0.005
5065 1 0.005
3100 1 0.005
7310 1 0.005
6820 1 0.005
3339 1 0.005
248 1 0.005
5067 1 0.005
3216 1 0.005
2824 1 0.005
4048 1 0.005
6998 1 0.005
100 1 0.005
7073 1 0.005
5783 1 0.005
1155 1 0.005
5799 1 0.005
1245 1 0.005
1250 1 0.005
3467 1 0.005
3057 1 0.005
5979 1 0.005
4974 1 0.005
5068 1 0.005
2277 1 0.005
2241 1 0.005
744 1 0.005
2955 1 0.005
6546 1 0.005
3520 1 0.005
7108 1 0.005
5092 1 0.005
1531 1 0.005
261 1 0.005
4754 1 0.005
2083 1 0.005
1096 1 0.005
7176 1 0.005
1545 1 0.005
2105 1 0.005
721 1 0.005
6973 1 0.005
6513 1 0.005
2945 1 0.005
6085 1 0.005
2537 1 0.005
1535 1 0.005
3453 1 0.005
4522 1 0.005
1103 1 0.005
6776 1 0.005
6944 1 0.005
4511 1 0.005
553 1 0.005
1910 1 0.005
4729 1 0.005
2359 1 0.005
1137 1 0.005
6448 1 0.005
7062 1 0.005
4571 1 0.005
3537 1 0.005
1912 1 0.005
5956 1 0.005
420 1 0.005
2212 1 0.005
7136 1 0.005
2829 1 0.005
3613 1 0.005
7201 1 0.005
3347 1 0.005
7287 1 0.005
1633 1 0.005
5069 1 0.005
1735 1 0.005
456 1 0.005
3226 1 0.005
3058 1 0.005
2076 1 0.005
2354 1 0.005
2672 1 0.005
1734 1 0.005
5470 1 0.005
7167 1 0.005
5066 1 0.005
1659 1 0.005
5936 1 0.005
2665 1 0.005
3905 1 0.005
72 1 0.005
6968 1 0.005
4083 1 0.005
2266 1 0.005
6815 1 0.005
1024 1 0.005
4671 1 0.005
5000 1 0.005
874 1 0.005
3589 1 0.005
742 1 0.005
38 1 0.005
743 1 0.005
2236 1 0.005
5866 1 0.005
3970 1 0.005
2293 1 0.005
361 1 0.005
350 1 0.005
343 1 0.005
349 1 0.005
355 1 0.005
2404 1 0.005
2132 1 0.005
6079 1 0.005
